"","subject","node.i","node.j","value"
"2263",13,1,4,0
"3013",13,1,5,0.298186278360093
"3763",13,1,6,0
"4513",13,1,7,0
"5263",13,1,8,0
"6013",13,1,9,0
"6763",13,1,10,0
"7513",13,1,11,0
"8263",13,1,12,0
"9013",13,1,13,0
"9763",13,1,14,0
"10513",13,1,15,0
"63",13,2,1,0
"813",13,2,2,-1
"1563",13,2,3,0.2
"2313",13,2,4,0
"3063",13,2,5,0
"3813",13,2,6,0
"4563",13,2,7,0
"5313",13,2,8,0
"6063",13,2,9,0
"6813",13,2,10,0
"7563",13,2,11,0
"8313",13,2,12,0
"9063",13,2,13,0
"9813",13,2,14,0
"10563",13,2,15,0
"113",13,3,1,0
"863",13,3,2,0
"1613",13,3,3,-1
"2363",13,3,4,0.335532108445806
"3113",13,3,5,0
"3863",13,3,6,0
"4613",13,3,7,0
"5363",13,3,8,0.466815503443364
"6113",13,3,9,0
"6863",13,3,10,0
"7613",13,3,11,0
"8363",13,3,12,0
"9113",13,3,13,0.392167880372659
"9863",13,3,14,0
"10613",13,3,15,0
"163",13,4,1,0
"913",13,4,2,0
"1663",13,4,3,0
"2413",13,4,4,-1
"3163",13,4,5,0.329569827156639
"3913",13,4,6,0
"4663",13,4,7,0
"5413",13,4,8,0
"6163",13,4,9,0
"6913",13,4,10,0
"7663",13,4,11,0
"8413",13,4,12,0
"9163",13,4,13,0
"9913",13,4,14,0
"10663",13,4,15,0
"213",13,5,1,0
"963",13,5,2,0
"1713",13,5,3,0
"2463",13,5,4,0
"3213",13,5,5,-1
"3963",13,5,6,0
"4713",13,5,7,0
"5463",13,5,8,0
"6213",13,5,9,0
"6963",13,5,10,0
"7713",13,5,11,0
"8463",13,5,12,0
"9213",13,5,13,0
"9963",13,5,14,0
"10713",13,5,15,0
"263",13,6,1,0
"1013",13,6,2,0
"1763",13,6,3,0
"2513",13,6,4,0
"3263",13,6,5,0
"4013",13,6,6,-1
"4763",13,6,7,0.381791813158862
"5513",13,6,8,0
"6263",13,6,9,0
"7013",13,6,10,0.330379519996711
"7763",13,6,11,0
"8513",13,6,12,0
"9263",13,6,13,0
"10013",13,6,14,0
"10763",13,6,15,0
"313",13,7,1,0
"1063",13,7,2,0
"1813",13,7,3,0
"2563",13,7,4,0
"3313",13,7,5,0
"4063",13,7,6,0
"4813",13,7,7,-1
"5563",13,7,8,0.552101323900559
"6313",13,7,9,0
"7063",13,7,10,0
"7813",13,7,11,0
"8563",13,7,12,0
"9313",13,7,13,0
"10063",13,7,14,0
"10813",13,7,15,0
"363",13,8,1,0
"1113",13,8,2,0
"1863",13,8,3,0
"2613",13,8,4,0
"3363",13,8,5,0
"4113",13,8,6,0
"4863",13,8,7,0
"5613",13,8,8,-1
"6363",13,8,9,0.396156123611329
"7113",13,8,10,0
"7863",13,8,11,0
"8613",13,8,12,0
"9363",13,8,13,0.48891726184126
"10113",13,8,14,0
"10863",13,8,15,0
"413",13,9,1,0
"1163",13,9,2,0
"1913",13,9,3,0
"2663",13,9,4,0
"3413",13,9,5,0
"4163",13,9,6,0
"4913",13,9,7,0
"5663",13,9,8,0
"6413",13,9,9,-1
"7163",13,9,10,0.522744798900972
"7913",13,9,11,0
"8663",13,9,12,0
"9413",13,9,13,0
"10163",13,9,14,0
"10913",13,9,15,0
"463",13,10,1,0
"1213",13,10,2,0
"1963",13,10,3,0
"2713",13,10,4,0
"3463",13,10,5,0
"4213",13,10,6,0
"4963",13,10,7,0
"5713",13,10,8,0
"6463",13,10,9,0
"7213",13,10,10,-1
"7963",13,10,11,0
"8713",13,10,12,0
"9463",13,10,13,0
"10213",13,10,14,0
"10963",13,10,15,0
"513",13,11,1,0
"1263",13,11,2,0
"2013",13,11,3,0
"2763",13,11,4,0
"3513",13,11,5,0
"4263",13,11,6,0
"5013",13,11,7,0
"5763",13,11,8,0
"6513",13,11,9,0
"7263",13,11,10,0
"8013",13,11,11,-1
"8763",13,11,12,0.400752448652301
"9513",13,11,13,0
"10263",13,11,14,0
"11013",13,11,15,0.44801358228426
"563",13,12,1,0
"1313",13,12,2,0
"2063",13,12,3,0
"2813",13,12,4,0
"3563",13,12,5,0
"4313",13,12,6,0
"5063",13,12,7,0
"5813",13,12,8,0
"6563",13,12,9,0
"7313",13,12,10,0
"8063",13,12,11,0
"8813",13,12,12,-1
"9563",13,12,13,0.321710695562171
"10313",13,12,14,0
"11063",13,12,15,0
"613",13,13,1,0
"1363",13,13,2,0
"2113",13,13,3,0
"2863",13,13,4,0
"3613",13,13,5,0
"4363",13,13,6,0
"5113",13,13,7,0
"5863",13,13,8,0
"6613",13,13,9,0
"7363",13,13,10,0
"8113",13,13,11,0
"8863",13,13,12,0
"9613",13,13,13,-1
"10363",13,13,14,0.458693855921443
"11113",13,13,15,0
"663",13,14,1,0
"1413",13,14,2,0
"2163",13,14,3,0
"2913",13,14,4,0
"3663",13,14,5,0
"4413",13,14,6,0
"5163",13,14,7,0
"5913",13,14,8,0
"6663",13,14,9,0
"7413",13,14,10,0
"8163",13,14,11,0
"8913",13,14,12,0
"9663",13,14,13,0
"10413",13,14,14,-1
"11163",13,14,15,0.374879262543112
"713",13,15,1,0
"1463",13,15,2,0
"2213",13,15,3,0
"2963",13,15,4,0
"3713",13,15,5,0
"4463",13,15,6,0
"5213",13,15,7,0
"5963",13,15,8,0
"6713",13,15,9,0
"7463",13,15,10,0
"8213",13,15,11,0
"8963",13,15,12,0
"9713",13,15,13,0
"10463",13,15,14,0
"11213",13,15,15,-1
"14",14,1,1,-1
"764",14,1,2,0.6
"1514",14,1,3,0
"2264",14,1,4,0
"3014",14,1,5,0.40559406788884
"3764",14,1,6,0
"4514",14,1,7,0
"5264",14,1,8,0
"6014",14,1,9,0
"6764",14,1,10,0
"7514",14,1,11,0
"8264",14,1,12,0
"9014",14,1,13,0
"9764",14,1,14,0
"10514",14,1,15,0
"64",14,2,1,0
"814",14,2,2,-1
"1564",14,2,3,0.45246386797711
"2314",14,2,4,0
"3064",14,2,5,0
"3814",14,2,6,0
"4564",14,2,7,0
"5314",14,2,8,0
"6064",14,2,9,0
"6814",14,2,10,0
"7564",14,2,11,0
"8314",14,2,12,0
"9064",14,2,13,0
"9814",14,2,14,0
"10564",14,2,15,0
"114",14,3,1,0
"864",14,3,2,0
"1614",14,3,3,-1
"2364",14,3,4,0.398821267604869
"3114",14,3,5,0
"3864",14,3,6,0
"4614",14,3,7,0
"5364",14,3,8,0.2
"6114",14,3,9,0
"6864",14,3,10,0
"7614",14,3,11,0
"8364",14,3,12,0
"9114",14,3,13,0.499011487204949
"9864",14,3,14,0
"10614",14,3,15,0
"164",14,4,1,0
"914",14,4,2,0
"1664",14,4,3,0
"2414",14,4,4,-1
"3164",14,4,5,0.491314081776137
"3914",14,4,6,0
"4664",14,4,7,0
"5414",14,4,8,0
"6164",14,4,9,0
"6914",14,4,10,0
"7664",14,4,11,0
"8414",14,4,12,0
"9164",14,4,13,0
"9914",14,4,14,0
"10664",14,4,15,0
"214",14,5,1,0
"964",14,5,2,0
"1714",14,5,3,0
"2464",14,5,4,0
"3214",14,5,5,-1
"3964",14,5,6,0
"4714",14,5,7,0
"5464",14,5,8,0
"6214",14,5,9,0
"6964",14,5,10,0
"7714",14,5,11,0
"8464",14,5,12,0
"9214",14,5,13,0
"9964",14,5,14,0
"10714",14,5,15,0
"264",14,6,1,0
"1014",14,6,2,0
"1764",14,6,3,0
"2514",14,6,4,0
"3264",14,6,5,0
"4014",14,6,6,-1
"4764",14,6,7,0.289293010517399
"5514",14,6,8,0
"6264",14,6,9,0
"7014",14,6,10,0.527645247367439
"7764",14,6,11,0
"8514",14,6,12,0
"9264",14,6,13,0
"10014",14,6,14,0
"10764",14,6,15,0
"314",14,7,1,0
"1064",14,7,2,0
"1814",14,7,3,0
"2564",14,7,4,0
"3314",14,7,5,0
"4064",14,7,6,0
"4814",14,7,7,-1
"5564",14,7,8,0.448549770731281
"6314",14,7,9,0
"7064",14,7,10,0
"7814",14,7,11,0
"8564",14,7,12,0
"9314",14,7,13,0
"10064",14,7,14,0
"10814",14,7,15,0
"364",14,8,1,0
"1114",14,8,2,0
"1864",14,8,3,0
"2614",14,8,4,0
"3364",14,8,5,0
"4114",14,8,6,0
"4864",14,8,7,0
"5614",14,8,8,-1
"6364",14,8,9,0.399499492624447
"7114",14,8,10,0
"7864",14,8,11,0
"8614",14,8,12,0
"9364",14,8,13,0.421889912088118
"10114",14,8,14,0
"10864",14,8,15,0
"414",14,9,1,0
"1164",14,9,2,0
"1914",14,9,3,0
"2664",14,9,4,0
"3414",14,9,5,0
"4164",14,9,6,0
"4914",14,9,7,0
"5664",14,9,8,0
"6414",14,9,9,-1
"7164",14,9,10,0.372378214064524
"7914",14,9,11,0
"8664",14,9,12,0
"9414",14,9,13,0
"10164",14,9,14,0
"10914",14,9,15,0
"464",14,10,1,0
"1214",14,10,2,0
"1964",14,10,3,0
"2714",14,10,4,0
"3464",14,10,5,0
"4214",14,10,6,0
"4964",14,10,7,0
"5714",14,10,8,0
"6464",14,10,9,0
"7214",14,10,10,-1
"7964",14,10,11,0
"8714",14,10,12,0
"9464",14,10,13,0
"10214",14,10,14,0
"10964",14,10,15,0
"514",14,11,1,0
"1264",14,11,2,0
"2014",14,11,3,0
"2764",14,11,4,0
"3514",14,11,5,0
"4264",14,11,6,0
"5014",14,11,7,0
"5764",14,11,8,0
"6514",14,11,9,0
"7264",14,11,10,0
"8014",14,11,11,-1
"8764",14,11,12,0.586340061318454
"9514",14,11,13,0
"10264",14,11,14,0
"11014",14,11,15,0.468043858374895
"564",14,12,1,0
"1314",14,12,2,0
"2064",14,12,3,0
"2814",14,12,4,0
"3564",14,12,5,0
"4314",14,12,6,0
"5064",14,12,7,0
"5814",14,12,8,0
"6564",14,12,9,0
"7314",14,12,10,0
"8064",14,12,11,0
"8814",14,12,12,-1
"9564",14,12,13,0.34774406983636
"10314",14,12,14,0
"11064",14,12,15,0
"614",14,13,1,0
"1364",14,13,2,0
"2114",14,13,3,0
"2864",14,13,4,0
"3614",14,13,5,0
"4364",14,13,6,0
"5114",14,13,7,0
"5864",14,13,8,0
"6614",14,13,9,0
"7364",14,13,10,0
"8114",14,13,11,0
"8864",14,13,12,0
"9614",14,13,13,-1
"10364",14,13,14,0.410342444693732
"11114",14,13,15,0
"664",14,14,1,0
"1414",14,14,2,0
"2164",14,14,3,0
"2914",14,14,4,0
"3664",14,14,5,0
"4414",14,14,6,0
"5164",14,14,7,0
"5914",14,14,8,0
"6664",14,14,9,0
"7414",14,14,10,0
"8164",14,14,11,0
"8914",14,14,12,0
"9664",14,14,13,0
"10414",14,14,14,-1
"11164",14,14,15,0.319235086910282
"714",14,15,1,0
"1464",14,15,2,0
"2214",14,15,3,0
"2964",14,15,4,0
"3714",14,15,5,0
"4464",14,15,6,0
"5214",14,15,7,0
"5964",14,15,8,0
"6714",14,15,9,0
"7464",14,15,10,0
"8214",14,15,11,0
"8964",14,15,12,0
"9714",14,15,13,0
"10464",14,15,14,0
"11214",14,15,15,-1
"15",15,1,1,-1
"765",15,1,2,0.42616624601614
"1515",15,1,3,0
"2265",15,1,4,0
"3015",15,1,5,0.272949979629162
"3765",15,1,6,0
"4515",15,1,7,0
"5265",15,1,8,0
"6015",15,1,9,0
"6765",15,1,10,0
"7515",15,1,11,0
"8265",15,1,12,0
"9015",15,1,13,0
"9765",15,1,14,0
"10515",15,1,15,0
"65",15,2,1,0
"815",15,2,2,-1
"1565",15,2,3,0.521344449497535
"2315",15,2,4,0
"3065",15,2,5,0
"3815",15,2,6,0
"4565",15,2,7,0
"5315",15,2,8,0
"6065",15,2,9,0
"6815",15,2,10,0
"7565",15,2,11,0
"8315",15,2,12,0
"9065",15,2,13,0
"9815",15,2,14,0
"10565",15,2,15,0
"115",15,3,1,0
"865",15,3,2,0
"1615",15,3,3,-1
"2365",15,3,4,0.372533301354322
"3115",15,3,5,0
"3865",15,3,6,0
"4615",15,3,7,0
"5365",15,3,8,0.439657531871165
"6115",15,3,9,0
"6865",15,3,10,0
"7615",15,3,11,0
"8365",15,3,12,0
"9115",15,3,13,0.373598664507776
"9865",15,3,14,0
"10615",15,3,15,0
"165",15,4,1,0
"915",15,4,2,0
"1665",15,4,3,0
"2415",15,4,4,-1
"3165",15,4,5,0.386686554918647
"3915",15,4,6,0
"4665",15,4,7,0
"5415",15,4,8,0
"6165",15,4,9,0
"6915",15,4,10,0
"7665",15,4,11,0
"8415",15,4,12,0
"9165",15,4,13,0
"9915",15,4,14,0
"10665",15,4,15,0
"215",15,5,1,0
"965",15,5,2,0
"1715",15,5,3,0
"2465",15,5,4,0
"3215",15,5,5,-1
"3965",15,5,6,0
"4715",15,5,7,0
"5465",15,5,8,0
"6215",15,5,9,0
"6965",15,5,10,0
"7715",15,5,11,0
"8465",15,5,12,0
"9215",15,5,13,0
"9965",15,5,14,0
"10715",15,5,15,0
"265",15,6,1,0
"1015",15,6,2,0
"1765",15,6,3,0
"2515",15,6,4,0
"3265",15,6,5,0
"4015",15,6,6,-1
"4765",15,6,7,0.233639354717023
"5515",15,6,8,0
"6265",15,6,9,0
"7015",15,6,10,0.266646927026361
"7765",15,6,11,0
"8515",15,6,12,0
"9265",15,6,13,0
"10015",15,6,14,0
"10765",15,6,15,0
"315",15,7,1,0
"1065",15,7,2,0
"1815",15,7,3,0
"2565",15,7,4,0
"3315",15,7,5,0
"4065",15,7,6,0
"4815",15,7,7,-1
"5565",15,7,8,0.329644573846325
"6315",15,7,9,0
"7065",15,7,10,0
"7815",15,7,11,0
"8565",15,7,12,0
"9315",15,7,13,0
"10065",15,7,14,0
"10815",15,7,15,0
"365",15,8,1,0
"1115",15,8,2,0
"1865",15,8,3,0
"2615",15,8,4,0
"3365",15,8,5,0
"4115",15,8,6,0
"4865",15,8,7,0
"5615",15,8,8,-1
"6365",15,8,9,0.42808804885233
"7115",15,8,10,0
"7865",15,8,11,0
"8615",15,8,12,0
"9365",15,8,13,0.233598912306941
"10115",15,8,14,0
"10865",15,8,15,0
"415",15,9,1,0
"1165",15,9,2,0
"1915",15,9,3,0
"2665",15,9,4,0
"3415",15,9,5,0
"4165",15,9,6,0
"4915",15,9,7,0
"5665",15,9,8,0
"6415",15,9,9,-1
"7165",15,9,10,0.345879067008381
"7915",15,9,11,0
"8665",15,9,12,0
"9415",15,9,13,0
"10165",15,9,14,0
"10915",15,9,15,0
"465",15,10,1,0
"1215",15,10,2,0
"1965",15,10,3,0
"2715",15,10,4,0
"3465",15,10,5,0
"4215",15,10,6,0
"4965",15,10,7,0
"5715",15,10,8,0
"6465",15,10,9,0
"7215",15,10,10,-1
"7965",15,10,11,0
"8715",15,10,12,0
"9465",15,10,13,0
"10215",15,10,14,0
"10965",15,10,15,0
"515",15,11,1,0
"1265",15,11,2,0
"2015",15,11,3,0
"2765",15,11,4,0
"3515",15,11,5,0
"4265",15,11,6,0
"5015",15,11,7,0
"5765",15,11,8,0
"6515",15,11,9,0
"7265",15,11,10,0
"8015",15,11,11,-1
"8765",15,11,12,0.507268626789014
"9515",15,11,13,0
"10265",15,11,14,0
"11015",15,11,15,0.375056371530457
"565",15,12,1,0
"1315",15,12,2,0
"2065",15,12,3,0
"2815",15,12,4,0
"3565",15,12,5,0
"4315",15,12,6,0
"5065",15,12,7,0
"5815",15,12,8,0
"6565",15,12,9,0
"7315",15,12,10,0
"8065",15,12,11,0
"8815",15,12,12,-1
"9565",15,12,13,0.328791454750564
"10315",15,12,14,0
"11065",15,12,15,0
"615",15,13,1,0
"1365",15,13,2,0
"2115",15,13,3,0
"2865",15,13,4,0
"3615",15,13,5,0
"4365",15,13,6,0
"5115",15,13,7,0
"5865",15,13,8,0
"6615",15,13,9,0
"7365",15,13,10,0
"8115",15,13,11,0
"8865",15,13,12,0
"9615",15,13,13,-1
"10365",15,13,14,0.398871443876931
"11115",15,13,15,0
"665",15,14,1,0
"1415",15,14,2,0
"2165",15,14,3,0
"2915",15,14,4,0
"3665",15,14,5,0
"4415",15,14,6,0
"5165",15,14,7,0
"5915",15,14,8,0
"6665",15,14,9,0
"7415",15,14,10,0
"8165",15,14,11,0
"8915",15,14,12,0
"9665",15,14,13,0
"10415",15,14,14,-1
"11165",15,14,15,0.39991829708043
"715",15,15,1,0
"1465",15,15,2,0
"2215",15,15,3,0
"2965",15,15,4,0
"3715",15,15,5,0
"4465",15,15,6,0
"5215",15,15,7,0
"5965",15,15,8,0
"6715",15,15,9,0
"7465",15,15,10,0
"8215",15,15,11,0
"8965",15,15,12,0
"9715",15,15,13,0
"10465",15,15,14,0
"11215",15,15,15,-1
"16",16,1,1,-1
"766",16,1,2,0.29710249004562
"1516",16,1,3,0
"2266",16,1,4,0
"3016",16,1,5,0.305862780657167
"3766",16,1,6,0
"4516",16,1,7,0
"5266",16,1,8,0
"6016",16,1,9,0
"6766",16,1,10,0
"7516",16,1,11,0
"8266",16,1,12,0
"9016",16,1,13,0
"9766",16,1,14,0
"10516",16,1,15,0
"66",16,2,1,0
"816",16,2,2,-1
"1566",16,2,3,0.424309470022457
"2316",16,2,4,0
"3066",16,2,5,0
"3816",16,2,6,0
"4566",16,2,7,0
"5316",16,2,8,0
"6066",16,2,9,0
"6816",16,2,10,0
"7566",16,2,11,0
"8316",16,2,12,0
"9066",16,2,13,0
"9816",16,2,14,0
"10566",16,2,15,0
"116",16,3,1,0
"866",16,3,2,0
"1616",16,3,3,-1
"2366",16,3,4,0.274340989216618
"3116",16,3,5,0
"3866",16,3,6,0
"4616",16,3,7,0
"5366",16,3,8,0.431653581376851
"6116",16,3,9,0
"6866",16,3,10,0
"7616",16,3,11,0
"8366",16,3,12,0
"9116",16,3,13,0.449982566779648
"9866",16,3,14,0
"10616",16,3,15,0
"166",16,4,1,0
"916",16,4,2,0
"1666",16,4,3,0
"2416",16,4,4,-1
"3166",16,4,5,0.365281681026647
"3916",16,4,6,0
"4666",16,4,7,0
"5416",16,4,8,0
"6166",16,4,9,0
"6916",16,4,10,0
"7666",16,4,11,0
"8416",16,4,12,0
"9166",16,4,13,0
"9916",16,4,14,0
"10666",16,4,15,0
"216",16,5,1,0
"966",16,5,2,0
"1716",16,5,3,0
"2466",16,5,4,0
"3216",16,5,5,-1
"3966",16,5,6,0
"4716",16,5,7,0
"5466",16,5,8,0
"6216",16,5,9,0
"6966",16,5,10,0
"7716",16,5,11,0
"8466",16,5,12,0
"9216",16,5,13,0
"9966",16,5,14,0
"10716",16,5,15,0
"266",16,6,1,0
"1016",16,6,2,0
"1766",16,6,3,0
"2516",16,6,4,0
"3266",16,6,5,0
"4016",16,6,6,-1
"4766",16,6,7,0.282543971869756
"5516",16,6,8,0
"6266",16,6,9,0
"7016",16,6,10,0.388388150664949
"7766",16,6,11,0
"8516",16,6,12,0
"9266",16,6,13,0
"10016",16,6,14,0
"10766",16,6,15,0
"316",16,7,1,0
"1066",16,7,2,0
"1816",16,7,3,0
"2566",16,7,4,0
"3316",16,7,5,0
"4066",16,7,6,0
"4816",16,7,7,-1
"5566",16,7,8,0.297885831306423
"6316",16,7,9,0
"7066",16,7,10,0
"7816",16,7,11,0
"8566",16,7,12,0
"9316",16,7,13,0
"10066",16,7,14,0
"10816",16,7,15,0
"366",16,8,1,0
"1116",16,8,2,0
"1866",16,8,3,0
"2616",16,8,4,0
"3366",16,8,5,0
"4116",16,8,6,0
"4866",16,8,7,0
"5616",16,8,8,-1
"6366",16,8,9,0.359833326540321
"7116",16,8,10,0
"7866",16,8,11,0
"8616",16,8,12,0
"9366",16,8,13,0.527808414671411
"10116",16,8,14,0
"10866",16,8,15,0
"416",16,9,1,0
"1166",16,9,2,0
"1916",16,9,3,0
"2666",16,9,4,0
"3416",16,9,5,0
"4166",16,9,6,0
"4916",16,9,7,0
"5666",16,9,8,0
"6416",16,9,9,-1
"7166",16,9,10,0.417366566856231
"7916",16,9,11,0
"8666",16,9,12,0
"9416",16,9,13,0
"10166",16,9,14,0
"10916",16,9,15,0
"466",16,10,1,0
"1216",16,10,2,0
"1966",16,10,3,0
"2716",16,10,4,0
"3466",16,10,5,0
"4216",16,10,6,0
"4966",16,10,7,0
"5716",16,10,8,0
"6466",16,10,9,0
"7216",16,10,10,-1
"7966",16,10,11,0
"8716",16,10,12,0
"9466",16,10,13,0
"10216",16,10,14,0
"10966",16,10,15,0
"516",16,11,1,0
"1266",16,11,2,0
"2016",16,11,3,0
"2766",16,11,4,0
"3516",16,11,5,0
"4266",16,11,6,0
"5016",16,11,7,0
"5766",16,11,8,0
"6516",16,11,9,0
"7266",16,11,10,0
"8016",16,11,11,-1
"8766",16,11,12,0.506411914898635
"9516",16,11,13,0
"10266",16,11,14,0
"11016",16,11,15,0.407137286485595
"566",16,12,1,0
"1316",16,12,2,0
"2066",16,12,3,0
"2816",16,12,4,0
"3566",16,12,5,0
"4316",16,12,6,0
"5066",16,12,7,0
"5816",16,12,8,0
"6566",16,12,9,0
"7316",16,12,10,0
"8066",16,12,11,0
"8816",16,12,12,-1
"9566",16,12,13,0.375461370324833
"10316",16,12,14,0
"11066",16,12,15,0
"616",16,13,1,0
"1366",16,13,2,0
"2116",16,13,3,0
"2866",16,13,4,0
"3616",16,13,5,0
"4366",16,13,6,0
"5116",16,13,7,0
"5866",16,13,8,0
"6616",16,13,9,0
"7366",16,13,10,0
"8116",16,13,11,0
"8866",16,13,12,0
"9616",16,13,13,-1
"10366",16,13,14,0.248246086891044
"11116",16,13,15,0
"666",16,14,1,0
"1416",16,14,2,0
"2166",16,14,3,0
"2916",16,14,4,0
"3666",16,14,5,0
"4416",16,14,6,0
"5166",16,14,7,0
"5916",16,14,8,0
"6666",16,14,9,0
"7416",16,14,10,0
"8166",16,14,11,0
"8916",16,14,12,0
"9666",16,14,13,0
"10416",16,14,14,-1
"11166",16,14,15,0.400973415912595
"716",16,15,1,0
"1466",16,15,2,0
"2216",16,15,3,0
"2966",16,15,4,0
"3716",16,15,5,0
"4466",16,15,6,0
"5216",16,15,7,0
"5966",16,15,8,0
"6716",16,15,9,0
"7466",16,15,10,0
"8216",16,15,11,0
"8966",16,15,12,0
"9716",16,15,13,0
"10466",16,15,14,0
"11216",16,15,15,-1
"17",17,1,1,-1
"767",17,1,2,0.345218385307884
"1517",17,1,3,0
"2267",17,1,4,0
"3017",17,1,5,0.6
"3767",17,1,6,0
"4517",17,1,7,0
"5267",17,1,8,0
"6017",17,1,9,0
"6767",17,1,10,0
"7517",17,1,11,0
"8267",17,1,12,0
"9017",17,1,13,0
"9767",17,1,14,0
"10517",17,1,15,0
"67",17,2,1,0
"817",17,2,2,-1
"1567",17,2,3,0.426080839887907
"2317",17,2,4,0
"3067",17,2,5,0
"3817",17,2,6,0
"4567",17,2,7,0
"5317",17,2,8,0
"6067",17,2,9,0
"6817",17,2,10,0
"7567",17,2,11,0
"8317",17,2,12,0
"9067",17,2,13,0
"9817",17,2,14,0
"10567",17,2,15,0
"117",17,3,1,0
"867",17,3,2,0
"1617",17,3,3,-1
"2367",17,3,4,0.398682332812649
"3117",17,3,5,0
"3867",17,3,6,0
"4617",17,3,7,0
"5367",17,3,8,0.283660470616273
"6117",17,3,9,0
"6867",17,3,10,0
"7617",17,3,11,0
"8367",17,3,12,0
"9117",17,3,13,0.518371953993686
"9867",17,3,14,0
"10617",17,3,15,0
"167",17,4,1,0
"917",17,4,2,0
"1667",17,4,3,0
"2417",17,4,4,-1
"3167",17,4,5,0.341973599785805
"3917",17,4,6,0
"4667",17,4,7,0
"5417",17,4,8,0
"6167",17,4,9,0
"6917",17,4,10,0
"7667",17,4,11,0
"8417",17,4,12,0
"9167",17,4,13,0
"9917",17,4,14,0
"10667",17,4,15,0
"217",17,5,1,0
"967",17,5,2,0
"1717",17,5,3,0
"2467",17,5,4,0
"3217",17,5,5,-1
"3967",17,5,6,0
"4717",17,5,7,0
"5467",17,5,8,0
"6217",17,5,9,0
"6967",17,5,10,0
"7717",17,5,11,0
"8467",17,5,12,0
"9217",17,5,13,0
"9967",17,5,14,0
"10717",17,5,15,0
"267",17,6,1,0
"1017",17,6,2,0
"1767",17,6,3,0
"2517",17,6,4,0
"3267",17,6,5,0
"4017",17,6,6,-1
"4767",17,6,7,0.374238288434652
"5517",17,6,8,0
"6267",17,6,9,0
"7017",17,6,10,0.288096042461869
"7767",17,6,11,0
"8517",17,6,12,0
"9267",17,6,13,0
"10017",17,6,14,0
"10767",17,6,15,0
"317",17,7,1,0
"1067",17,7,2,0
"1817",17,7,3,0
"2567",17,7,4,0
"3317",17,7,5,0
"4067",17,7,6,0
"4817",17,7,7,-1
"5567",17,7,8,0.25904715106308
"6317",17,7,9,0
"7067",17,7,10,0
"7817",17,7,11,0
"8567",17,7,12,0
"9317",17,7,13,0
"10067",17,7,14,0
"10817",17,7,15,0
"367",17,8,1,0
"1117",17,8,2,0
"1867",17,8,3,0
"2617",17,8,4,0
"3367",17,8,5,0
"4117",17,8,6,0
"4867",17,8,7,0
"5617",17,8,8,-1
"6367",17,8,9,0.577010089285162
"7117",17,8,10,0
"7867",17,8,11,0
"8617",17,8,12,0
"9367",17,8,13,0.398457033821668
"10117",17,8,14,0
"10867",17,8,15,0
"417",17,9,1,0
"1167",17,9,2,0
"1917",17,9,3,0
"2667",17,9,4,0
"3417",17,9,5,0
"4167",17,9,6,0
"4917",17,9,7,0
"5667",17,9,8,0
"6417",17,9,9,-1
"7167",17,9,10,0.432554598476071
"7917",17,9,11,0
"8667",17,9,12,0
"9417",17,9,13,0
"10167",17,9,14,0
"10917",17,9,15,0
"467",17,10,1,0
"1217",17,10,2,0
"1967",17,10,3,0
"2717",17,10,4,0
"3467",17,10,5,0
"4217",17,10,6,0
"4967",17,10,7,0
"5717",17,10,8,0
"6467",17,10,9,0
"7217",17,10,10,-1
"7967",17,10,11,0
"8717",17,10,12,0
"9467",17,10,13,0
"10217",17,10,14,0
"10967",17,10,15,0
"517",17,11,1,0
"1267",17,11,2,0
"2017",17,11,3,0
"2767",17,11,4,0
"3517",17,11,5,0
"4267",17,11,6,0
"5017",17,11,7,0
"5767",17,11,8,0
"6517",17,11,9,0
"7267",17,11,10,0
"8017",17,11,11,-1
"8767",17,11,12,0.462035013944552
"9517",17,11,13,0
"10267",17,11,14,0
"11017",17,11,15,0.386095998995956
"567",17,12,1,0
"1317",17,12,2,0
"2067",17,12,3,0
"2817",17,12,4,0
"3567",17,12,5,0
"4317",17,12,6,0
"5067",17,12,7,0
"5817",17,12,8,0
"6567",17,12,9,0
"7317",17,12,10,0
"8067",17,12,11,0
"8817",17,12,12,-1
"9567",17,12,13,0.526978184718978
"10317",17,12,14,0
"11067",17,12,15,0
"617",17,13,1,0
"1367",17,13,2,0
"2117",17,13,3,0
"2867",17,13,4,0
"3617",17,13,5,0
"4367",17,13,6,0
"5117",17,13,7,0
"5867",17,13,8,0
"6617",17,13,9,0
"7367",17,13,10,0
"8117",17,13,11,0
"8867",17,13,12,0
"9617",17,13,13,-1
"10367",17,13,14,0.310395749357809
"11117",17,13,15,0
"667",17,14,1,0
"1417",17,14,2,0
"2167",17,14,3,0
"2917",17,14,4,0
"3667",17,14,5,0
"4417",17,14,6,0
"5167",17,14,7,0
"5917",17,14,8,0
"6667",17,14,9,0
"7417",17,14,10,0
"8167",17,14,11,0
"8917",17,14,12,0
"9667",17,14,13,0
"10417",17,14,14,-1
"11167",17,14,15,0.413517544475844
"717",17,15,1,0
"1467",17,15,2,0
"2217",17,15,3,0
"2967",17,15,4,0
"3717",17,15,5,0
"4467",17,15,6,0
"5217",17,15,7,0
"5967",17,15,8,0
"6717",17,15,9,0
"7467",17,15,10,0
"8217",17,15,11,0
"8967",17,15,12,0
"9717",17,15,13,0
"10467",17,15,14,0
"11217",17,15,15,-1
"18",18,1,1,-1
