"","subject","node.i","node.j","value"
"2617",17,3,2,0
"5117",17,3,3,-1
"7617",17,3,4,0.379333427767585
"10117",17,3,5,0
"12617",17,3,6,0
"15117",17,3,7,0
"17617",17,3,8,0.400252143048791
"20117",17,3,9,0
"22617",17,3,10,0
"25117",17,3,11,0
"27617",17,3,12,0
"30117",17,3,13,0
"32617",17,3,14,0
"35117",17,3,15,0
"37617",17,3,16,0
"40117",17,3,17,0
"42617",17,3,18,0
"45117",17,3,19,0
"47617",17,3,20,0
"50117",17,3,21,0
"52617",17,3,22,0
"55117",17,3,23,0.249633446800842
"57617",17,3,24,0
"60117",17,3,25,0
"62617",17,3,26,0
"65117",17,3,27,0
"67617",17,3,28,0.28386929172041
"70117",17,3,29,0
"72617",17,3,30,0
"75117",17,3,31,0
"77617",17,3,32,0
"80117",17,3,33,0
"82617",17,3,34,0
"85117",17,3,35,0
"87617",17,3,36,0
"90117",17,3,37,0
"92617",17,3,38,0
"95117",17,3,39,0
"97617",17,3,40,0
"100117",17,3,41,0
"102617",17,3,42,0
"105117",17,3,43,0
"107617",17,3,44,0
"110117",17,3,45,0
"112617",17,3,46,0
"115117",17,3,47,0
"117617",17,3,48,0
"120117",17,3,49,0
"122617",17,3,50,0
"167",17,4,1,0
"2667",17,4,2,0
"5167",17,4,3,0
"7667",17,4,4,-1
"10167",17,4,5,0.357443245421094
"12667",17,4,6,0
"15167",17,4,7,0
"17667",17,4,8,0
"20167",17,4,9,0
"22667",17,4,10,0
"25167",17,4,11,0
"27667",17,4,12,0
"30167",17,4,13,0
"32667",17,4,14,0
"35167",17,4,15,0
"37667",17,4,16,0
"40167",17,4,17,0
"42667",17,4,18,0
"45167",17,4,19,0
"47667",17,4,20,0
"50167",17,4,21,0
"52667",17,4,22,0
"55167",17,4,23,0
"57667",17,4,24,0
"60167",17,4,25,0
"62667",17,4,26,0
"65167",17,4,27,0
"67667",17,4,28,0
"70167",17,4,29,0
"72667",17,4,30,0
"75167",17,4,31,0
"77667",17,4,32,0
"80167",17,4,33,0
"82667",17,4,34,0
"85167",17,4,35,0
"87667",17,4,36,0
"90167",17,4,37,0
"92667",17,4,38,0
"95167",17,4,39,0
"97667",17,4,40,0
"100167",17,4,41,0
"102667",17,4,42,0
"105167",17,4,43,0
"107667",17,4,44,0
"110167",17,4,45,0
"112667",17,4,46,0
"115167",17,4,47,0
"117667",17,4,48,0
"120167",17,4,49,0
"122667",17,4,50,0
"217",17,5,1,0
"2717",17,5,2,0
"5217",17,5,3,0
"7717",17,5,4,0
"10217",17,5,5,-1
"12717",17,5,6,0
"15217",17,5,7,0
"17717",17,5,8,0
"20217",17,5,9,0
"22717",17,5,10,0
"25217",17,5,11,0
"27717",17,5,12,0
"30217",17,5,13,0
"32717",17,5,14,0
"35217",17,5,15,0
"37717",17,5,16,0
"40217",17,5,17,0
"42717",17,5,18,0
"45217",17,5,19,0
"47717",17,5,20,0
"50217",17,5,21,0
"52717",17,5,22,0
"55217",17,5,23,0
"57717",17,5,24,0
"60217",17,5,25,0
"62717",17,5,26,0
"65217",17,5,27,0
"67717",17,5,28,0
"70217",17,5,29,0
"72717",17,5,30,0
"75217",17,5,31,0
"77717",17,5,32,0
"80217",17,5,33,0
"82717",17,5,34,0
"85217",17,5,35,0
"87717",17,5,36,0
"90217",17,5,37,0
"92717",17,5,38,0
"95217",17,5,39,0
"97717",17,5,40,0
"100217",17,5,41,0
"102717",17,5,42,0
"105217",17,5,43,0
"107717",17,5,44,0
"110217",17,5,45,0
"112717",17,5,46,0
"115217",17,5,47,0
"117717",17,5,48,0
"120217",17,5,49,0
"122717",17,5,50,0
"267",17,6,1,0
"2767",17,6,2,0
"5267",17,6,3,0
"7767",17,6,4,0
"10267",17,6,5,0
"12767",17,6,6,-1
"15267",17,6,7,0.312909238903943
"17767",17,6,8,0
"20267",17,6,9,0
"22767",17,6,10,0.361570681815933
"25267",17,6,11,0
"27767",17,6,12,0
"30267",17,6,13,0
"32767",17,6,14,0
"35267",17,6,15,0
"37767",17,6,16,0
"40267",17,6,17,0
"42767",17,6,18,0
"45267",17,6,19,0
"47767",17,6,20,0
"50267",17,6,21,0
"52767",17,6,22,0
"55267",17,6,23,0
"57767",17,6,24,0
"60267",17,6,25,0
"62767",17,6,26,0
"65267",17,6,27,0
"67767",17,6,28,0
"70267",17,6,29,0
"72767",17,6,30,0
"75267",17,6,31,0
"77767",17,6,32,0
"80267",17,6,33,0
"82767",17,6,34,0
"85267",17,6,35,0
"87767",17,6,36,0
"90267",17,6,37,0
"92767",17,6,38,0
"95267",17,6,39,0
"97767",17,6,40,0
"100267",17,6,41,0
"102767",17,6,42,0
"105267",17,6,43,0
"107767",17,6,44,0
"110267",17,6,45,0
"112767",17,6,46,0
"115267",17,6,47,0
"117767",17,6,48,0
"120267",17,6,49,0
"122767",17,6,50,0
"317",17,7,1,0
"2817",17,7,2,0
"5317",17,7,3,0
"7817",17,7,4,0
"10317",17,7,5,0
"12817",17,7,6,0
"15317",17,7,7,-1
"17817",17,7,8,0.407982765753991
"20317",17,7,9,0
"22817",17,7,10,0
"25317",17,7,11,0
"27817",17,7,12,0
"30317",17,7,13,0
"32817",17,7,14,0
"35317",17,7,15,0
"37817",17,7,16,0
"40317",17,7,17,0
"42817",17,7,18,0
"45317",17,7,19,0
"47817",17,7,20,0
"50317",17,7,21,0
"52817",17,7,22,0
"55317",17,7,23,0
"57817",17,7,24,0
"60317",17,7,25,0
"62817",17,7,26,0
"65317",17,7,27,0
"67817",17,7,28,0
"70317",17,7,29,0
"72817",17,7,30,0
"75317",17,7,31,0
"77817",17,7,32,0
"80317",17,7,33,0
"82817",17,7,34,0
"85317",17,7,35,0
"87817",17,7,36,0
"90317",17,7,37,0
"92817",17,7,38,0
"95317",17,7,39,0
"97817",17,7,40,0
"100317",17,7,41,0
"102817",17,7,42,0
"105317",17,7,43,0
"107817",17,7,44,0
"110317",17,7,45,0
"112817",17,7,46,0
"115317",17,7,47,0
"117817",17,7,48,0
"120317",17,7,49,0
"122817",17,7,50,0
"367",17,8,1,0
"2867",17,8,2,0
"5367",17,8,3,0
"7867",17,8,4,0
"10367",17,8,5,0
"12867",17,8,6,0
"15367",17,8,7,0
"17867",17,8,8,-1
"20367",17,8,9,0.3478380860753
"22867",17,8,10,0
"25367",17,8,11,0
"27867",17,8,12,0
"30367",17,8,13,0.488464075202342
"32867",17,8,14,0
"35367",17,8,15,0
"37867",17,8,16,0
"40367",17,8,17,0
"42867",17,8,18,0
"45367",17,8,19,0
"47867",17,8,20,0
"50367",17,8,21,0
"52867",17,8,22,0
"55367",17,8,23,0
"57867",17,8,24,0
"60367",17,8,25,0
"62867",17,8,26,0
"65367",17,8,27,0
"67867",17,8,28,0
"70367",17,8,29,0
"72867",17,8,30,0
"75367",17,8,31,0
"77867",17,8,32,0
"80367",17,8,33,0
"82867",17,8,34,0
"85367",17,8,35,0
"87867",17,8,36,0
"90367",17,8,37,0
"92867",17,8,38,0
"95367",17,8,39,0
"97867",17,8,40,0
"100367",17,8,41,0
"102867",17,8,42,0
"105367",17,8,43,0
"107867",17,8,44,0
"110367",17,8,45,0
"112867",17,8,46,0
"115367",17,8,47,0
"117867",17,8,48,0
"120367",17,8,49,0
"122867",17,8,50,0
"417",17,9,1,0
"2917",17,9,2,0
"5417",17,9,3,0
"7917",17,9,4,0
"10417",17,9,5,0
"12917",17,9,6,0
"15417",17,9,7,0
"17917",17,9,8,0
"20417",17,9,9,-1
"22917",17,9,10,0.258613912267012
"25417",17,9,11,0
"27917",17,9,12,0
"30417",17,9,13,0
"32917",17,9,14,0
"35417",17,9,15,0
"37917",17,9,16,0
"40417",17,9,17,0
"42917",17,9,18,0
"45417",17,9,19,0
"47917",17,9,20,0
"50417",17,9,21,0
"52917",17,9,22,0
"55417",17,9,23,0
"57917",17,9,24,0
"60417",17,9,25,0
"62917",17,9,26,0
"65417",17,9,27,0
"67917",17,9,28,0
"70417",17,9,29,0
"72917",17,9,30,0
"75417",17,9,31,0
"77917",17,9,32,0
"80417",17,9,33,0
"82917",17,9,34,0
"85417",17,9,35,0
"87917",17,9,36,0
"90417",17,9,37,0
"92917",17,9,38,0
"95417",17,9,39,0
"97917",17,9,40,0
"100417",17,9,41,0
"102917",17,9,42,0
"105417",17,9,43,0
"107917",17,9,44,0
"110417",17,9,45,0
"112917",17,9,46,0
"115417",17,9,47,0
"117917",17,9,48,0
"120417",17,9,49,0
"122917",17,9,50,0
"467",17,10,1,0
"2967",17,10,2,0
"5467",17,10,3,0
"7967",17,10,4,0
"10467",17,10,5,0
"12967",17,10,6,0
"15467",17,10,7,0
"17967",17,10,8,0
"20467",17,10,9,0
"22967",17,10,10,-1
"25467",17,10,11,0
"27967",17,10,12,0
"30467",17,10,13,0
"32967",17,10,14,0
"35467",17,10,15,0
"37967",17,10,16,0
"40467",17,10,17,0
"42967",17,10,18,0
"45467",17,10,19,0
"47967",17,10,20,0
"50467",17,10,21,0
"52967",17,10,22,0
"55467",17,10,23,0
"57967",17,10,24,0
"60467",17,10,25,0
"62967",17,10,26,0
"65467",17,10,27,0
"67967",17,10,28,0
"70467",17,10,29,0
"72967",17,10,30,0
"75467",17,10,31,0
"77967",17,10,32,0
"80467",17,10,33,0
"82967",17,10,34,0
"85467",17,10,35,0
"87967",17,10,36,0
"90467",17,10,37,0
"92967",17,10,38,0
"95467",17,10,39,0
"97967",17,10,40,0
"100467",17,10,41,0
"102967",17,10,42,0
"105467",17,10,43,0
"107967",17,10,44,0
"110467",17,10,45,0
"112967",17,10,46,0
"115467",17,10,47,0
"117967",17,10,48,0
"120467",17,10,49,0
"122967",17,10,50,0
"517",17,11,1,0
"3017",17,11,2,0
"5517",17,11,3,0
"8017",17,11,4,0
"10517",17,11,5,0
"13017",17,11,6,0
"15517",17,11,7,0
"18017",17,11,8,0
"20517",17,11,9,0
"23017",17,11,10,0
"25517",17,11,11,-1
"28017",17,11,12,0.354207778466234
"30517",17,11,13,0
"33017",17,11,14,0
"35517",17,11,15,0.509428666170121
"38017",17,11,16,0
"40517",17,11,17,0
"43017",17,11,18,0
"45517",17,11,19,0
"48017",17,11,20,0
"50517",17,11,21,0
"53017",17,11,22,0
"55517",17,11,23,0
"58017",17,11,24,0
"60517",17,11,25,0
"63017",17,11,26,0
"65517",17,11,27,0
"68017",17,11,28,0
"70517",17,11,29,0
"73017",17,11,30,0
"75517",17,11,31,0
"78017",17,11,32,0
"80517",17,11,33,0
"83017",17,11,34,0
"85517",17,11,35,0
"88017",17,11,36,0
"90517",17,11,37,0
"93017",17,11,38,0
"95517",17,11,39,0
"98017",17,11,40,0
"100517",17,11,41,0
"103017",17,11,42,0
"105517",17,11,43,0
"108017",17,11,44,0
"110517",17,11,45,0
"113017",17,11,46,0
"115517",17,11,47,0
"118017",17,11,48,0
"120517",17,11,49,0
"123017",17,11,50,0
"567",17,12,1,0
"3067",17,12,2,0
"5567",17,12,3,0
"8067",17,12,4,0
"10567",17,12,5,0
"13067",17,12,6,0
"15567",17,12,7,0
"18067",17,12,8,0
"20567",17,12,9,0
"23067",17,12,10,0
"25567",17,12,11,0
"28067",17,12,12,-1
"30567",17,12,13,0.370852931256946
"33067",17,12,14,0
"35567",17,12,15,0
"38067",17,12,16,0
"40567",17,12,17,0
"43067",17,12,18,0
"45567",17,12,19,0
"48067",17,12,20,0
"50567",17,12,21,0
"53067",17,12,22,0
"55567",17,12,23,0
"58067",17,12,24,0
"60567",17,12,25,0
"63067",17,12,26,0
"65567",17,12,27,0
"68067",17,12,28,0
"70567",17,12,29,0
"73067",17,12,30,0
"75567",17,12,31,0
"78067",17,12,32,0
"80567",17,12,33,0
"83067",17,12,34,0
"85567",17,12,35,0
"88067",17,12,36,0
"90567",17,12,37,0
"93067",17,12,38,0
"95567",17,12,39,0
"98067",17,12,40,0
"100567",17,12,41,0
"103067",17,12,42,0
"105567",17,12,43,0
"108067",17,12,44,0
"110567",17,12,45,0
"113067",17,12,46,0
"115567",17,12,47,0
"118067",17,12,48,0
"120567",17,12,49,0
"123067",17,12,50,0
"617",17,13,1,0
"3117",17,13,2,0
"5617",17,13,3,0
"8117",17,13,4,0
"10617",17,13,5,0
"13117",17,13,6,0
"15617",17,13,7,0
"18117",17,13,8,0
"20617",17,13,9,0
"23117",17,13,10,0
"25617",17,13,11,0
"28117",17,13,12,0
"30617",17,13,13,-1
"33117",17,13,14,0.369877598657223
"35617",17,13,15,0
"38117",17,13,16,0
"40617",17,13,17,0
"43117",17,13,18,0.458245041365122
"45617",17,13,19,0
"48117",17,13,20,0
"50617",17,13,21,0
"53117",17,13,22,0
"55617",17,13,23,0
"58117",17,13,24,0
"60617",17,13,25,0
"63117",17,13,26,0
"65617",17,13,27,0
"68117",17,13,28,0
"70617",17,13,29,0
"73117",17,13,30,0
"75617",17,13,31,0
"78117",17,13,32,0
"80617",17,13,33,0
"83117",17,13,34,0
"85617",17,13,35,0
"88117",17,13,36,0
"90617",17,13,37,0
"93117",17,13,38,0
"95617",17,13,39,0
"98117",17,13,40,0
"100617",17,13,41,0
"103117",17,13,42,0
"105617",17,13,43,0
"108117",17,13,44,0
"110617",17,13,45,0
"113117",17,13,46,0
"115617",17,13,47,0
"118117",17,13,48,0
"120617",17,13,49,0
"123117",17,13,50,0
"667",17,14,1,0
"3167",17,14,2,0
"5667",17,14,3,0
"8167",17,14,4,0
"10667",17,14,5,0
"13167",17,14,6,0
"15667",17,14,7,0
"18167",17,14,8,0
"20667",17,14,9,0
"23167",17,14,10,0
"25667",17,14,11,0
"28167",17,14,12,0
"30667",17,14,13,0
"33167",17,14,14,-1
"35667",17,14,15,0.241140620102347
"38167",17,14,16,0
"40667",17,14,17,0
"43167",17,14,18,0
"45667",17,14,19,0
"48167",17,14,20,0
"50667",17,14,21,0
"53167",17,14,22,0
"55667",17,14,23,0
"58167",17,14,24,0
"60667",17,14,25,0
"63167",17,14,26,0
"65667",17,14,27,0
"68167",17,14,28,0
"70667",17,14,29,0
"73167",17,14,30,0
"75667",17,14,31,0
"78167",17,14,32,0
"80667",17,14,33,0
"83167",17,14,34,0
"85667",17,14,35,0
"88167",17,14,36,0
"90667",17,14,37,0
"93167",17,14,38,0
"95667",17,14,39,0
"98167",17,14,40,0
"100667",17,14,41,0
"103167",17,14,42,0
"105667",17,14,43,0
"108167",17,14,44,0
"110667",17,14,45,0
"113167",17,14,46,0
"115667",17,14,47,0
"118167",17,14,48,0
"120667",17,14,49,0
"123167",17,14,50,0
"717",17,15,1,0
"3217",17,15,2,0
"5717",17,15,3,0
"8217",17,15,4,0
"10717",17,15,5,0
"13217",17,15,6,0
"15717",17,15,7,0
"18217",17,15,8,0
"20717",17,15,9,0
"23217",17,15,10,0
"25717",17,15,11,0
"28217",17,15,12,0
"30717",17,15,13,0
"33217",17,15,14,0
"35717",17,15,15,-1
"38217",17,15,16,0
"40717",17,15,17,0
"43217",17,15,18,0
"45717",17,15,19,0
"48217",17,15,20,0
"50717",17,15,21,0
"53217",17,15,22,0
"55717",17,15,23,0
"58217",17,15,24,0
"60717",17,15,25,0
"63217",17,15,26,0
"65717",17,15,27,0
"68217",17,15,28,0
"70717",17,15,29,0
"73217",17,15,30,0
"75717",17,15,31,0
"78217",17,15,32,0
"80717",17,15,33,0
"83217",17,15,34,0
"85717",17,15,35,0
"88217",17,15,36,0
"90717",17,15,37,0
"93217",17,15,38,0
"95717",17,15,39,0
"98217",17,15,40,0
"100717",17,15,41,0
"103217",17,15,42,0
"105717",17,15,43,0
"108217",17,15,44,0
"110717",17,15,45,0
"113217",17,15,46,0
"115717",17,15,47,0
"118217",17,15,48,0
"120717",17,15,49,0
"123217",17,15,50,0
"767",17,16,1,0
"3267",17,16,2,0
"5767",17,16,3,0
"8267",17,16,4,0
"10767",17,16,5,0
"13267",17,16,6,0
"15767",17,16,7,0
"18267",17,16,8,0
"20767",17,16,9,0
"23267",17,16,10,0
"25767",17,16,11,0
"28267",17,16,12,0
"30767",17,16,13,0
"33267",17,16,14,0
"35767",17,16,15,0
"38267",17,16,16,-1
"40767",17,16,17,0.53241668585744
"43267",17,16,18,0
"45767",17,16,19,0
"48267",17,16,20,0.359947086572
"50767",17,16,21,0
"53267",17,16,22,0
"55767",17,16,23,0
"58267",17,16,24,0
"60767",17,16,25,0
"63267",17,16,26,0
"65767",17,16,27,0
"68267",17,16,28,0
"70767",17,16,29,0
"73267",17,16,30,0
"75767",17,16,31,0
"78267",17,16,32,0
"80767",17,16,33,0
"83267",17,16,34,0
"85767",17,16,35,0
"88267",17,16,36,0
"90767",17,16,37,0
"93267",17,16,38,0
"95767",17,16,39,0
"98267",17,16,40,0
"100767",17,16,41,0
"103267",17,16,42,0
"105767",17,16,43,0
"108267",17,16,44,0
"110767",17,16,45,0
"113267",17,16,46,0
"115767",17,16,47,0
"118267",17,16,48,0
"120767",17,16,49,0
"123267",17,16,50,0
"817",17,17,1,0
"3317",17,17,2,0
"5817",17,17,3,0
"8317",17,17,4,0
"10817",17,17,5,0
"13317",17,17,6,0
"15817",17,17,7,0
"18317",17,17,8,0
"20817",17,17,9,0
"23317",17,17,10,0
"25817",17,17,11,0
"28317",17,17,12,0
"30817",17,17,13,0
"33317",17,17,14,0
"35817",17,17,15,0
"38317",17,17,16,0
"40817",17,17,17,-1
"43317",17,17,18,0.387352037426418
"45817",17,17,19,0
"48317",17,17,20,0
"50817",17,17,21,0
"53317",17,17,22,0
"55817",17,17,23,0
"58317",17,17,24,0
"60817",17,17,25,0
"63317",17,17,26,0
"65817",17,17,27,0
"68317",17,17,28,0
"70817",17,17,29,0
"73317",17,17,30,0
"75817",17,17,31,0
"78317",17,17,32,0
"80817",17,17,33,0
"83317",17,17,34,0
"85817",17,17,35,0
"88317",17,17,36,0
"90817",17,17,37,0
"93317",17,17,38,0
"95817",17,17,39,0
"98317",17,17,40,0
"100817",17,17,41,0
"103317",17,17,42,0
"105817",17,17,43,0
"108317",17,17,44,0
"110817",17,17,45,0
"113317",17,17,46,0
"115817",17,17,47,0
"118317",17,17,48,0
"120817",17,17,49,0
"123317",17,17,50,0
"867",17,18,1,0
"3367",17,18,2,0
"5867",17,18,3,0
"8367",17,18,4,0
"10867",17,18,5,0
"13367",17,18,6,0
"15867",17,18,7,0
"18367",17,18,8,0
"20867",17,18,9,0
"23367",17,18,10,0
"25867",17,18,11,0
"28367",17,18,12,0
"30867",17,18,13,0
"33367",17,18,14,0
"35867",17,18,15,0
"38367",17,18,16,0
"40867",17,18,17,0
"43367",17,18,18,-1
"45867",17,18,19,0.326283618454366
"48367",17,18,20,0
"50867",17,18,21,0
"53367",17,18,22,0
"55867",17,18,23,0.238575608893466
"58367",17,18,24,0
"60867",17,18,25,0
"63367",17,18,26,0
"65867",17,18,27,0
"68367",17,18,28,0
"70867",17,18,29,0
"73367",17,18,30,0
"75867",17,18,31,0
"78367",17,18,32,0
"80867",17,18,33,0
"83367",17,18,34,0
"85867",17,18,35,0
"88367",17,18,36,0
"90867",17,18,37,0
"93367",17,18,38,0
"95867",17,18,39,0
"98367",17,18,40,0
"100867",17,18,41,0
"103367",17,18,42,0
"105867",17,18,43,0
"108367",17,18,44,0
"110867",17,18,45,0
"113367",17,18,46,0
"115867",17,18,47,0
"118367",17,18,48,0
"120867",17,18,49,0
"123367",17,18,50,0
"917",17,19,1,0
"3417",17,19,2,0
"5917",17,19,3,0
"8417",17,19,4,0
"10917",17,19,5,0
"13417",17,19,6,0
"15917",17,19,7,0
"18417",17,19,8,0
"20917",17,19,9,0
"23417",17,19,10,0
"25917",17,19,11,0
"28417",17,19,12,0
"30917",17,19,13,0
"33417",17,19,14,0
"35917",17,19,15,0
"38417",17,19,16,0
"40917",17,19,17,0
"43417",17,19,18,0
"45917",17,19,19,-1
"48417",17,19,20,0.421371883726268
"50917",17,19,21,0
"53417",17,19,22,0
"55917",17,19,23,0
"58417",17,19,24,0
"60917",17,19,25,0
"63417",17,19,26,0
"65917",17,19,27,0
"68417",17,19,28,0
"70917",17,19,29,0
"73417",17,19,30,0
"75917",17,19,31,0
"78417",17,19,32,0
"80917",17,19,33,0
"83417",17,19,34,0
"85917",17,19,35,0
"88417",17,19,36,0
"90917",17,19,37,0
"93417",17,19,38,0
"95917",17,19,39,0
"98417",17,19,40,0
"100917",17,19,41,0
"103417",17,19,42,0
"105917",17,19,43,0
"108417",17,19,44,0
"110917",17,19,45,0
"113417",17,19,46,0
"115917",17,19,47,0
"118417",17,19,48,0
"120917",17,19,49,0
"123417",17,19,50,0
"967",17,20,1,0
"3467",17,20,2,0
"5967",17,20,3,0
"8467",17,20,4,0
"10967",17,20,5,0
"13467",17,20,6,0
"15967",17,20,7,0
"18467",17,20,8,0
"20967",17,20,9,0
"23467",17,20,10,0
"25967",17,20,11,0
"28467",17,20,12,0
"30967",17,20,13,0
"33467",17,20,14,0
"35967",17,20,15,0
"38467",17,20,16,0
"40967",17,20,17,0
"43467",17,20,18,0
"45967",17,20,19,0
"48467",17,20,20,-1
"50967",17,20,21,0
"53467",17,20,22,0
"55967",17,20,23,0
"58467",17,20,24,0
"60967",17,20,25,0
"63467",17,20,26,0
"65967",17,20,27,0
"68467",17,20,28,0
"70967",17,20,29,0
"73467",17,20,30,0
"75967",17,20,31,0
"78467",17,20,32,0
"80967",17,20,33,0
"83467",17,20,34,0
"85967",17,20,35,0
"88467",17,20,36,0
"90967",17,20,37,0
"93467",17,20,38,0
"95967",17,20,39,0
"98467",17,20,40,0
"100967",17,20,41,0
"103467",17,20,42,0
"105967",17,20,43,0
"108467",17,20,44,0
"110967",17,20,45,0
"113467",17,20,46,0
"115967",17,20,47,0
"118467",17,20,48,0
"120967",17,20,49,0
"123467",17,20,50,0
"1017",17,21,1,0
"3517",17,21,2,0
"6017",17,21,3,0
"8517",17,21,4,0
"11017",17,21,5,0
"13517",17,21,6,0
"16017",17,21,7,0
"18517",17,21,8,0
"21017",17,21,9,0
"23517",17,21,10,0
"26017",17,21,11,0
"28517",17,21,12,0
"31017",17,21,13,0
"33517",17,21,14,0
"36017",17,21,15,0
"38517",17,21,16,0
"41017",17,21,17,0
"43517",17,21,18,0
"46017",17,21,19,0
"48517",17,21,20,0
"51017",17,21,21,-1
"53517",17,21,22,0.406493774655755
"56017",17,21,23,0
"58517",17,21,24,0
"61017",17,21,25,0.47159667610763
"63517",17,21,26,0
"66017",17,21,27,0
"68517",17,21,28,0
"71017",17,21,29,0
"73517",17,21,30,0
"76017",17,21,31,0
"78517",17,21,32,0
"81017",17,21,33,0
"83517",17,21,34,0
"86017",17,21,35,0
"88517",17,21,36,0
"91017",17,21,37,0
"93517",17,21,38,0
"96017",17,21,39,0
"98517",17,21,40,0
"101017",17,21,41,0
"103517",17,21,42,0
"106017",17,21,43,0
"108517",17,21,44,0
"111017",17,21,45,0
"113517",17,21,46,0
"116017",17,21,47,0
"118517",17,21,48,0
"121017",17,21,49,0
"123517",17,21,50,0
"1067",17,22,1,0
"3567",17,22,2,0
"6067",17,22,3,0
"8567",17,22,4,0
"11067",17,22,5,0
"13567",17,22,6,0
"16067",17,22,7,0
"18567",17,22,8,0
"21067",17,22,9,0
"23567",17,22,10,0
"26067",17,22,11,0
"28567",17,22,12,0
"31067",17,22,13,0
"33567",17,22,14,0
"36067",17,22,15,0
"38567",17,22,16,0
"41067",17,22,17,0
"43567",17,22,18,0
"46067",17,22,19,0
"48567",17,22,20,0
"51067",17,22,21,0
"53567",17,22,22,-1
"56067",17,22,23,0.224200440811917
"58567",17,22,24,0
"61067",17,22,25,0
"63567",17,22,26,0
"66067",17,22,27,0
"68567",17,22,28,0
"71067",17,22,29,0
"73567",17,22,30,0
"76067",17,22,31,0
"78567",17,22,32,0
"81067",17,22,33,0
"83567",17,22,34,0
"86067",17,22,35,0
"88567",17,22,36,0
"91067",17,22,37,0
"93567",17,22,38,0
"96067",17,22,39,0
"98567",17,22,40,0
"101067",17,22,41,0
"103567",17,22,42,0
"106067",17,22,43,0
"108567",17,22,44,0
"111067",17,22,45,0
"113567",17,22,46,0
"116067",17,22,47,0
"118567",17,22,48,0
"121067",17,22,49,0
"123567",17,22,50,0
"1117",17,23,1,0
"3617",17,23,2,0
"6117",17,23,3,0
"8617",17,23,4,0
"11117",17,23,5,0
"13617",17,23,6,0
"16117",17,23,7,0
"18617",17,23,8,0
"21117",17,23,9,0
"23617",17,23,10,0
"26117",17,23,11,0
"28617",17,23,12,0
"31117",17,23,13,0
"33617",17,23,14,0
"36117",17,23,15,0
"38617",17,23,16,0
"41117",17,23,17,0
"43617",17,23,18,0
"46117",17,23,19,0
"48617",17,23,20,0
"51117",17,23,21,0
"53617",17,23,22,0
"56117",17,23,23,-1
"58617",17,23,24,0.568674802398108
"61117",17,23,25,0
"63617",17,23,26,0
"66117",17,23,27,0
"68617",17,23,28,0
"71117",17,23,29,0
"73617",17,23,30,0
"76117",17,23,31,0
"78617",17,23,32,0
"81117",17,23,33,0
"83617",17,23,34,0
"86117",17,23,35,0
"88617",17,23,36,0
"91117",17,23,37,0
"93617",17,23,38,0
"96117",17,23,39,0
"98617",17,23,40,0
"101117",17,23,41,0
"103617",17,23,42,0
"106117",17,23,43,0
"108617",17,23,44,0
"111117",17,23,45,0
"113617",17,23,46,0
"116117",17,23,47,0
"118617",17,23,48,0
"121117",17,23,49,0
"123617",17,23,50,0
"1167",17,24,1,0
"3667",17,24,2,0
"6167",17,24,3,0
"8667",17,24,4,0
"11167",17,24,5,0
"13667",17,24,6,0
"16167",17,24,7,0
"18667",17,24,8,0
"21167",17,24,9,0
"23667",17,24,10,0
"26167",17,24,11,0
"28667",17,24,12,0
"31167",17,24,13,0
"33667",17,24,14,0
"36167",17,24,15,0
"38667",17,24,16,0
"41167",17,24,17,0
"43667",17,24,18,0
"46167",17,24,19,0
"48667",17,24,20,0
"51167",17,24,21,0
"53667",17,24,22,0
"56167",17,24,23,0
"58667",17,24,24,-1
"61167",17,24,25,0.432740020845305
"63667",17,24,26,0
"66167",17,24,27,0
"68667",17,24,28,0
"71167",17,24,29,0
"73667",17,24,30,0
"76167",17,24,31,0
"78667",17,24,32,0
"81167",17,24,33,0
"83667",17,24,34,0
"86167",17,24,35,0
"88667",17,24,36,0
"91167",17,24,37,0
"93667",17,24,38,0
"96167",17,24,39,0
"98667",17,24,40,0
"101167",17,24,41,0
"103667",17,24,42,0
"106167",17,24,43,0
"108667",17,24,44,0
"111167",17,24,45,0
"113667",17,24,46,0
"116167",17,24,47,0
"118667",17,24,48,0
"121167",17,24,49,0
"123667",17,24,50,0
"1217",17,25,1,0
"3717",17,25,2,0
"6217",17,25,3,0
"8717",17,25,4,0
"11217",17,25,5,0
"13717",17,25,6,0
"16217",17,25,7,0
"18717",17,25,8,0
"21217",17,25,9,0
"23717",17,25,10,0
"26217",17,25,11,0
"28717",17,25,12,0
"31217",17,25,13,0
"33717",17,25,14,0
"36217",17,25,15,0
"38717",17,25,16,0
"41217",17,25,17,0
"43717",17,25,18,0
"46217",17,25,19,0
"48717",17,25,20,0
"51217",17,25,21,0
"53717",17,25,22,0
"56217",17,25,23,0
"58717",17,25,24,0
"61217",17,25,25,-1
"63717",17,25,26,0
"66217",17,25,27,0
"68717",17,25,28,0
"71217",17,25,29,0
"73717",17,25,30,0
"76217",17,25,31,0
"78717",17,25,32,0
"81217",17,25,33,0
"83717",17,25,34,0
"86217",17,25,35,0
"88717",17,25,36,0
"91217",17,25,37,0
"93717",17,25,38,0
"96217",17,25,39,0
"98717",17,25,40,0
"101217",17,25,41,0
"103717",17,25,42,0
"106217",17,25,43,0
"108717",17,25,44,0
"111217",17,25,45,0
"113717",17,25,46,0
"116217",17,25,47,0
"118717",17,25,48,0
"121217",17,25,49,0
"123717",17,25,50,0
"1267",17,26,1,0
