"","subject","node.i","node.j","value"
"1062",12,2,3,0.283218063527336
"1562",12,2,4,0
"2062",12,2,5,0
"2562",12,2,6,0
"3062",12,2,7,0
"3562",12,2,8,0
"4062",12,2,9,0
"4562",12,2,10,0
"112",12,3,1,0
"612",12,3,2,0
"1112",12,3,3,-1
"1612",12,3,4,0.353939482049385
"2112",12,3,5,0
"2612",12,3,6,0
"3112",12,3,7,0
"3612",12,3,8,0.423162601078044
"4112",12,3,9,0
"4612",12,3,10,0
"162",12,4,1,0
"662",12,4,2,0
"1162",12,4,3,0
"1662",12,4,4,-1
"2162",12,4,5,0.373756004716167
"2662",12,4,6,0
"3162",12,4,7,0
"3662",12,4,8,0
"4162",12,4,9,0
"4662",12,4,10,0
"212",12,5,1,0
"712",12,5,2,0
"1212",12,5,3,0
"1712",12,5,4,0
"2212",12,5,5,-1
"2712",12,5,6,0
"3212",12,5,7,0
"3712",12,5,8,0
"4212",12,5,9,0
"4712",12,5,10,0
"262",12,6,1,0
"762",12,6,2,0
"1262",12,6,3,0
"1762",12,6,4,0
"2262",12,6,5,0
"2762",12,6,6,-1
"3262",12,6,7,0.268056300189046
"3762",12,6,8,0
"4262",12,6,9,0
"4762",12,6,10,0.480572879311238
"312",12,7,1,0
"812",12,7,2,0
"1312",12,7,3,0
"1812",12,7,4,0
"2312",12,7,5,0
"2812",12,7,6,0
"3312",12,7,7,-1
"3812",12,7,8,0.493121751499544
"4312",12,7,9,0
"4812",12,7,10,0
"362",12,8,1,0
"862",12,8,2,0
"1362",12,8,3,0
"1862",12,8,4,0
"2362",12,8,5,0
"2862",12,8,6,0
"3362",12,8,7,0
"3862",12,8,8,-1
"4362",12,8,9,0.401124489638413
"4862",12,8,10,0
"412",12,9,1,0
"912",12,9,2,0
"1412",12,9,3,0
"1912",12,9,4,0
"2412",12,9,5,0
"2912",12,9,6,0
"3412",12,9,7,0
"3912",12,9,8,0
"4412",12,9,9,-1
"4912",12,9,10,0.335485418430883
"462",12,10,1,0
"962",12,10,2,0
"1462",12,10,3,0
"1962",12,10,4,0
"2462",12,10,5,0
"2962",12,10,6,0
"3462",12,10,7,0
"3962",12,10,8,0
"4462",12,10,9,0
"4962",12,10,10,-1
"13",13,1,1,-1
"513",13,1,2,0.3010240328318
"1013",13,1,3,0
"1513",13,1,4,0
"2013",13,1,5,0.513802801285837
"2513",13,1,6,0
"3013",13,1,7,0
"3513",13,1,8,0
"4013",13,1,9,0
"4513",13,1,10,0
"63",13,2,1,0
"563",13,2,2,-1
"1063",13,2,3,0.533958570061039
"1563",13,2,4,0
"2063",13,2,5,0
"2563",13,2,6,0
"3063",13,2,7,0
"3563",13,2,8,0
"4063",13,2,9,0
"4563",13,2,10,0
"113",13,3,1,0
"613",13,3,2,0
"1113",13,3,3,-1
"1613",13,3,4,0.428950203453841
"2113",13,3,5,0
"2613",13,3,6,0
"3113",13,3,7,0
"3613",13,3,8,0.449776966418278
"4113",13,3,9,0
"4613",13,3,10,0
"163",13,4,1,0
"663",13,4,2,0
"1163",13,4,3,0
"1663",13,4,4,-1
"2163",13,4,5,0.547891705768128
"2663",13,4,6,0
"3163",13,4,7,0
"3663",13,4,8,0
"4163",13,4,9,0
"4663",13,4,10,0
"213",13,5,1,0
"713",13,5,2,0
"1213",13,5,3,0
"1713",13,5,4,0
"2213",13,5,5,-1
"2713",13,5,6,0
"3213",13,5,7,0
"3713",13,5,8,0
"4213",13,5,9,0
"4713",13,5,10,0
"263",13,6,1,0
"763",13,6,2,0
"1263",13,6,3,0
"1763",13,6,4,0
"2263",13,6,5,0
"2763",13,6,6,-1
"3263",13,6,7,0.331586141486366
"3763",13,6,8,0
"4263",13,6,9,0
"4763",13,6,10,0.31563723608452
"313",13,7,1,0
"813",13,7,2,0
"1313",13,7,3,0
"1813",13,7,4,0
"2313",13,7,5,0
"2813",13,7,6,0
"3313",13,7,7,-1
"3813",13,7,8,0.270806395503406
"4313",13,7,9,0
"4813",13,7,10,0
"363",13,8,1,0
"863",13,8,2,0
"1363",13,8,3,0
"1863",13,8,4,0
"2363",13,8,5,0
"2863",13,8,6,0
"3363",13,8,7,0
"3863",13,8,8,-1
"4363",13,8,9,0.392707372373635
"4863",13,8,10,0
"413",13,9,1,0
"913",13,9,2,0
"1413",13,9,3,0
"1913",13,9,4,0
"2413",13,9,5,0
"2913",13,9,6,0
"3413",13,9,7,0
"3913",13,9,8,0
"4413",13,9,9,-1
"4913",13,9,10,0.366940112010724
"463",13,10,1,0
"963",13,10,2,0
"1463",13,10,3,0
"1963",13,10,4,0
"2463",13,10,5,0
"2963",13,10,6,0
"3463",13,10,7,0
"3963",13,10,8,0
"4463",13,10,9,0
"4963",13,10,10,-1
"14",14,1,1,-1
"514",14,1,2,0.548849047090348
"1014",14,1,3,0
"1514",14,1,4,0
"2014",14,1,5,0.466302414585591
"2514",14,1,6,0
"3014",14,1,7,0
"3514",14,1,8,0
"4014",14,1,9,0
"4514",14,1,10,0
"64",14,2,1,0
"564",14,2,2,-1
"1064",14,2,3,0.345352410523238
"1564",14,2,4,0
"2064",14,2,5,0
"2564",14,2,6,0
"3064",14,2,7,0
"3564",14,2,8,0
"4064",14,2,9,0
"4564",14,2,10,0
"114",14,3,1,0
"614",14,3,2,0
"1114",14,3,3,-1
"1614",14,3,4,0.315324183611694
"2114",14,3,5,0
"2614",14,3,6,0
"3114",14,3,7,0
"3614",14,3,8,0.340450909738052
"4114",14,3,9,0
"4614",14,3,10,0
"164",14,4,1,0
"664",14,4,2,0
"1164",14,4,3,0
"1664",14,4,4,-1
"2164",14,4,5,0.37536634719151
"2664",14,4,6,0
"3164",14,4,7,0
"3664",14,4,8,0
"4164",14,4,9,0
"4664",14,4,10,0
"214",14,5,1,0
"714",14,5,2,0
"1214",14,5,3,0
"1714",14,5,4,0
"2214",14,5,5,-1
"2714",14,5,6,0
"3214",14,5,7,0
"3714",14,5,8,0
"4214",14,5,9,0
"4714",14,5,10,0
"264",14,6,1,0
"764",14,6,2,0
"1264",14,6,3,0
"1764",14,6,4,0
"2264",14,6,5,0
"2764",14,6,6,-1
"3264",14,6,7,0.314580262553102
"3764",14,6,8,0
"4264",14,6,9,0
"4764",14,6,10,0.448529555591654
"314",14,7,1,0
"814",14,7,2,0
"1314",14,7,3,0
"1814",14,7,4,0
"2314",14,7,5,0
"2814",14,7,6,0
"3314",14,7,7,-1
"3814",14,7,8,0.279868518466096
"4314",14,7,9,0
"4814",14,7,10,0
"364",14,8,1,0
"864",14,8,2,0
"1364",14,8,3,0
"1864",14,8,4,0
"2364",14,8,5,0
"2864",14,8,6,0
"3364",14,8,7,0
"3864",14,8,8,-1
"4364",14,8,9,0.388013057194261
"4864",14,8,10,0
"414",14,9,1,0
"914",14,9,2,0
"1414",14,9,3,0
"1914",14,9,4,0
"2414",14,9,5,0
"2914",14,9,6,0
"3414",14,9,7,0
"3914",14,9,8,0
"4414",14,9,9,-1
"4914",14,9,10,0.393470598515841
"464",14,10,1,0
"964",14,10,2,0
"1464",14,10,3,0
"1964",14,10,4,0
"2464",14,10,5,0
"2964",14,10,6,0
"3464",14,10,7,0
"3964",14,10,8,0
"4464",14,10,9,0
"4964",14,10,10,-1
"15",15,1,1,-1
"515",15,1,2,0.385033225617552
"1015",15,1,3,0
"1515",15,1,4,0
"2015",15,1,5,0.339351714072273
"2515",15,1,6,0
"3015",15,1,7,0
"3515",15,1,8,0
"4015",15,1,9,0
"4515",15,1,10,0
"65",15,2,1,0
"565",15,2,2,-1
"1065",15,2,3,0.356524806884747
"1565",15,2,4,0
"2065",15,2,5,0
"2565",15,2,6,0
"3065",15,2,7,0
"3565",15,2,8,0
"4065",15,2,9,0
"4565",15,2,10,0
"115",15,3,1,0
"615",15,3,2,0
"1115",15,3,3,-1
"1615",15,3,4,0.392066977697658
"2115",15,3,5,0
"2615",15,3,6,0
"3115",15,3,7,0
"3615",15,3,8,0.453539795424911
"4115",15,3,9,0
"4615",15,3,10,0
"165",15,4,1,0
"665",15,4,2,0
"1165",15,4,3,0
"1665",15,4,4,-1
"2165",15,4,5,0.553515226612215
"2665",15,4,6,0
"3165",15,4,7,0
"3665",15,4,8,0
"4165",15,4,9,0
"4665",15,4,10,0
"215",15,5,1,0
"715",15,5,2,0
"1215",15,5,3,0
"1715",15,5,4,0
"2215",15,5,5,-1
"2715",15,5,6,0
"3215",15,5,7,0
"3715",15,5,8,0
"4215",15,5,9,0
"4715",15,5,10,0
"265",15,6,1,0
"765",15,6,2,0
"1265",15,6,3,0
"1765",15,6,4,0
"2265",15,6,5,0
"2765",15,6,6,-1
"3265",15,6,7,0.265263732614976
"3765",15,6,8,0
"4265",15,6,9,0
"4765",15,6,10,0.337246878003317
"315",15,7,1,0
"815",15,7,2,0
"1315",15,7,3,0
"1815",15,7,4,0
"2315",15,7,5,0
"2815",15,7,6,0
"3315",15,7,7,-1
"3815",15,7,8,0.446938311986633
"4315",15,7,9,0
"4815",15,7,10,0
"365",15,8,1,0
"865",15,8,2,0
"1365",15,8,3,0
"1865",15,8,4,0
"2365",15,8,5,0
"2865",15,8,6,0
"3365",15,8,7,0
"3865",15,8,8,-1
"4365",15,8,9,0.309643305738222
"4865",15,8,10,0
"415",15,9,1,0
"915",15,9,2,0
"1415",15,9,3,0
"1915",15,9,4,0
"2415",15,9,5,0
"2915",15,9,6,0
"3415",15,9,7,0
"3915",15,9,8,0
"4415",15,9,9,-1
"4915",15,9,10,0.403587963872948
"465",15,10,1,0
"965",15,10,2,0
"1465",15,10,3,0
"1965",15,10,4,0
"2465",15,10,5,0
"2965",15,10,6,0
"3465",15,10,7,0
"3965",15,10,8,0
"4465",15,10,9,0
"4965",15,10,10,-1
"16",16,1,1,-1
"516",16,1,2,0.455288351742382
"1016",16,1,3,0
"1516",16,1,4,0
"2016",16,1,5,0.559294070376602
"2516",16,1,6,0
"3016",16,1,7,0
"3516",16,1,8,0
"4016",16,1,9,0
"4516",16,1,10,0
"66",16,2,1,0
"566",16,2,2,-1
"1066",16,2,3,0.379630952043264
"1566",16,2,4,0
"2066",16,2,5,0
"2566",16,2,6,0
"3066",16,2,7,0
"3566",16,2,8,0
"4066",16,2,9,0
"4566",16,2,10,0
"116",16,3,1,0
"616",16,3,2,0
"1116",16,3,3,-1
"1616",16,3,4,0.2
"2116",16,3,5,0
"2616",16,3,6,0
"3116",16,3,7,0
"3616",16,3,8,0.276564652201574
"4116",16,3,9,0
"4616",16,3,10,0
"166",16,4,1,0
"666",16,4,2,0
"1166",16,4,3,0
"1666",16,4,4,-1
"2166",16,4,5,0.413256073141728
"2666",16,4,6,0
"3166",16,4,7,0
"3666",16,4,8,0
"4166",16,4,9,0
"4666",16,4,10,0
"216",16,5,1,0
"716",16,5,2,0
"1216",16,5,3,0
"1716",16,5,4,0
"2216",16,5,5,-1
"2716",16,5,6,0
"3216",16,5,7,0
"3716",16,5,8,0
"4216",16,5,9,0
"4716",16,5,10,0
"266",16,6,1,0
"766",16,6,2,0
"1266",16,6,3,0
"1766",16,6,4,0
"2266",16,6,5,0
"2766",16,6,6,-1
"3266",16,6,7,0.501841178862471
"3766",16,6,8,0
"4266",16,6,9,0
"4766",16,6,10,0.297544694257097
"316",16,7,1,0
"816",16,7,2,0
"1316",16,7,3,0
"1816",16,7,4,0
"2316",16,7,5,0
"2816",16,7,6,0
"3316",16,7,7,-1
"3816",16,7,8,0.241959750069684
"4316",16,7,9,0
"4816",16,7,10,0
"366",16,8,1,0
"866",16,8,2,0
"1366",16,8,3,0
"1866",16,8,4,0
"2366",16,8,5,0
"2866",16,8,6,0
"3366",16,8,7,0
"3866",16,8,8,-1
"4366",16,8,9,0.392133808064055
"4866",16,8,10,0
"416",16,9,1,0
"916",16,9,2,0
"1416",16,9,3,0
"1916",16,9,4,0
"2416",16,9,5,0
"2916",16,9,6,0
"3416",16,9,7,0
"3916",16,9,8,0
"4416",16,9,9,-1
"4916",16,9,10,0.331834313999764
"466",16,10,1,0
"966",16,10,2,0
"1466",16,10,3,0
"1966",16,10,4,0
"2466",16,10,5,0
"2966",16,10,6,0
"3466",16,10,7,0
"3966",16,10,8,0
"4466",16,10,9,0
"4966",16,10,10,-1
"17",17,1,1,-1
"517",17,1,2,0.428880701873034
"1017",17,1,3,0
"1517",17,1,4,0
"2017",17,1,5,0.353502663282888
"2517",17,1,6,0
"3017",17,1,7,0
"3517",17,1,8,0
"4017",17,1,9,0
"4517",17,1,10,0
"67",17,2,1,0
"567",17,2,2,-1
"1067",17,2,3,0.357069699544808
"1567",17,2,4,0
"2067",17,2,5,0
"2567",17,2,6,0
"3067",17,2,7,0
"3567",17,2,8,0
"4067",17,2,9,0
"4567",17,2,10,0
"117",17,3,1,0
"617",17,3,2,0
"1117",17,3,3,-1
"1617",17,3,4,0.405580119017647
"2117",17,3,5,0
"2617",17,3,6,0
"3117",17,3,7,0
"3617",17,3,8,0.503783419871876
"4117",17,3,9,0
"4617",17,3,10,0
"167",17,4,1,0
"667",17,4,2,0
"1167",17,4,3,0
"1667",17,4,4,-1
"2167",17,4,5,0.363212643325936
"2667",17,4,6,0
"3167",17,4,7,0
"3667",17,4,8,0
"4167",17,4,9,0
"4667",17,4,10,0
"217",17,5,1,0
"717",17,5,2,0
"1217",17,5,3,0
"1717",17,5,4,0
"2217",17,5,5,-1
"2717",17,5,6,0
"3217",17,5,7,0
"3717",17,5,8,0
"4217",17,5,9,0
"4717",17,5,10,0
"267",17,6,1,0
"767",17,6,2,0
"1267",17,6,3,0
"1767",17,6,4,0
"2267",17,6,5,0
"2767",17,6,6,-1
"3267",17,6,7,0.437096058384895
"3767",17,6,8,0
"4267",17,6,9,0
"4767",17,6,10,0.297738985566579
"317",17,7,1,0
"817",17,7,2,0
"1317",17,7,3,0
"1817",17,7,4,0
"2317",17,7,5,0
"2817",17,7,6,0
"3317",17,7,7,-1
"3817",17,7,8,0.47282829315515
"4317",17,7,9,0
"4817",17,7,10,0
"367",17,8,1,0
"867",17,8,2,0
"1367",17,8,3,0
"1867",17,8,4,0
"2367",17,8,5,0
"2867",17,8,6,0
"3367",17,8,7,0
"3867",17,8,8,-1
"4367",17,8,9,0.6
"4867",17,8,10,0
"417",17,9,1,0
"917",17,9,2,0
"1417",17,9,3,0
"1917",17,9,4,0
"2417",17,9,5,0
"2917",17,9,6,0
"3417",17,9,7,0
"3917",17,9,8,0
"4417",17,9,9,-1
"4917",17,9,10,0.264270225690325
"467",17,10,1,0
"967",17,10,2,0
"1467",17,10,3,0
"1967",17,10,4,0
"2467",17,10,5,0
"2967",17,10,6,0
"3467",17,10,7,0
"3967",17,10,8,0
"4467",17,10,9,0
"4967",17,10,10,-1
"18",18,1,1,-1
"518",18,1,2,0.361020045152317
"1018",18,1,3,0
"1518",18,1,4,0
"2018",18,1,5,0.470789388463248
"2518",18,1,6,0
"3018",18,1,7,0
"3518",18,1,8,0
"4018",18,1,9,0
"4518",18,1,10,0
"68",18,2,1,0
"568",18,2,2,-1
"1068",18,2,3,0.261873437598016
"1568",18,2,4,0
"2068",18,2,5,0
"2568",18,2,6,0
"3068",18,2,7,0
"3568",18,2,8,0
"4068",18,2,9,0
"4568",18,2,10,0
"118",18,3,1,0
"618",18,3,2,0
"1118",18,3,3,-1
"1618",18,3,4,0.431554263277237
"2118",18,3,5,0
"2618",18,3,6,0
"3118",18,3,7,0
"3618",18,3,8,0.378887651661974
"4118",18,3,9,0
"4618",18,3,10,0
"168",18,4,1,0
"668",18,4,2,0
"1168",18,4,3,0
"1668",18,4,4,-1
"2168",18,4,5,0.555324256851535
"2668",18,4,6,0
"3168",18,4,7,0
"3668",18,4,8,0
"4168",18,4,9,0
"4668",18,4,10,0
"218",18,5,1,0
"718",18,5,2,0
"1218",18,5,3,0
"1718",18,5,4,0
"2218",18,5,5,-1
"2718",18,5,6,0
"3218",18,5,7,0
"3718",18,5,8,0
"4218",18,5,9,0
"4718",18,5,10,0
"268",18,6,1,0
"768",18,6,2,0
"1268",18,6,3,0
"1768",18,6,4,0
"2268",18,6,5,0
"2768",18,6,6,-1
"3268",18,6,7,0.595738475514751
"3768",18,6,8,0
"4268",18,6,9,0
"4768",18,6,10,0.286022059768677
"318",18,7,1,0
"818",18,7,2,0
"1318",18,7,3,0
"1818",18,7,4,0
"2318",18,7,5,0
"2818",18,7,6,0
"3318",18,7,7,-1
"3818",18,7,8,0.450454235359217
"4318",18,7,9,0
"4818",18,7,10,0
"368",18,8,1,0
"868",18,8,2,0
"1368",18,8,3,0
"1868",18,8,4,0
"2368",18,8,5,0
"2868",18,8,6,0
"3368",18,8,7,0
"3868",18,8,8,-1
"4368",18,8,9,0.58645290204853
"4868",18,8,10,0
"418",18,9,1,0
"918",18,9,2,0
"1418",18,9,3,0
"1918",18,9,4,0
"2418",18,9,5,0
"2918",18,9,6,0
"3418",18,9,7,0
"3918",18,9,8,0
"4418",18,9,9,-1
"4918",18,9,10,0.366018822258504
"468",18,10,1,0
"968",18,10,2,0
"1468",18,10,3,0
"1968",18,10,4,0
"2468",18,10,5,0
"2968",18,10,6,0
"3468",18,10,7,0
"3968",18,10,8,0
"4468",18,10,9,0
"4968",18,10,10,-1
"19",19,1,1,-1
"519",19,1,2,0.51902449362512
"1019",19,1,3,0
"1519",19,1,4,0
"2019",19,1,5,0.45511847118249
"2519",19,1,6,0
"3019",19,1,7,0
"3519",19,1,8,0
"4019",19,1,9,0
"4519",19,1,10,0
"69",19,2,1,0
"569",19,2,2,-1
"1069",19,2,3,0.288379124221439
"1569",19,2,4,0
"2069",19,2,5,0
"2569",19,2,6,0
"3069",19,2,7,0
"3569",19,2,8,0
"4069",19,2,9,0
"4569",19,2,10,0
"119",19,3,1,0
"619",19,3,2,0
"1119",19,3,3,-1
"1619",19,3,4,0.463527413474712
"2119",19,3,5,0
"2619",19,3,6,0
"3119",19,3,7,0
"3619",19,3,8,0.367899530781871
"4119",19,3,9,0
"4619",19,3,10,0
"169",19,4,1,0
"669",19,4,2,0
"1169",19,4,3,0
"1669",19,4,4,-1
"2169",19,4,5,0.339858787373027
"2669",19,4,6,0
"3169",19,4,7,0
"3669",19,4,8,0
"4169",19,4,9,0
"4669",19,4,10,0
"219",19,5,1,0
"719",19,5,2,0
"1219",19,5,3,0
"1719",19,5,4,0
"2219",19,5,5,-1
"2719",19,5,6,0
"3219",19,5,7,0
"3719",19,5,8,0
"4219",19,5,9,0
"4719",19,5,10,0
"269",19,6,1,0
"769",19,6,2,0
"1269",19,6,3,0
"1769",19,6,4,0
"2269",19,6,5,0
"2769",19,6,6,-1
"3269",19,6,7,0.290015954528919
"3769",19,6,8,0
"4269",19,6,9,0
"4769",19,6,10,0.446204801179919
"319",19,7,1,0
"819",19,7,2,0
"1319",19,7,3,0
"1819",19,7,4,0
"2319",19,7,5,0
"2819",19,7,6,0
"3319",19,7,7,-1
"3819",19,7,8,0.408599059329372
"4319",19,7,9,0
"4819",19,7,10,0
"369",19,8,1,0
"869",19,8,2,0
"1369",19,8,3,0
"1869",19,8,4,0
"2369",19,8,5,0
"2869",19,8,6,0
"3369",19,8,7,0
"3869",19,8,8,-1
"4369",19,8,9,0.2
"4869",19,8,10,0
"419",19,9,1,0
"919",19,9,2,0
"1419",19,9,3,0
"1919",19,9,4,0
"2419",19,9,5,0
"2919",19,9,6,0
"3419",19,9,7,0
"3919",19,9,8,0
"4419",19,9,9,-1
"4919",19,9,10,0.35069120823403
"469",19,10,1,0
"969",19,10,2,0
"1469",19,10,3,0
"1969",19,10,4,0
"2469",19,10,5,0
"2969",19,10,6,0
"3469",19,10,7,0
"3969",19,10,8,0
"4469",19,10,9,0
"4969",19,10,10,-1
"20",20,1,1,-1
"520",20,1,2,0.523655565160192
"1020",20,1,3,0
"1520",20,1,4,0
"2020",20,1,5,0.505564838790246
"2520",20,1,6,0
"3020",20,1,7,0
"3520",20,1,8,0
"4020",20,1,9,0
"4520",20,1,10,0
"70",20,2,1,0
"570",20,2,2,-1
"1070",20,2,3,0.336872034327485
"1570",20,2,4,0
"2070",20,2,5,0
"2570",20,2,6,0
"3070",20,2,7,0
"3570",20,2,8,0
"4070",20,2,9,0
"4570",20,2,10,0
"120",20,3,1,0
"620",20,3,2,0
"1120",20,3,3,-1
"1620",20,3,4,0.2
"2120",20,3,5,0
"2620",20,3,6,0
"3120",20,3,7,0
"3620",20,3,8,0.329569827156639
"4120",20,3,9,0
"4620",20,3,10,0
"170",20,4,1,0
"670",20,4,2,0
"1170",20,4,3,0
"1670",20,4,4,-1
"2170",20,4,5,0.276836346667499
"2670",20,4,6,0
"3170",20,4,7,0
"3670",20,4,8,0
"4170",20,4,9,0
"4670",20,4,10,0
"220",20,5,1,0
"720",20,5,2,0
"1220",20,5,3,0
"1720",20,5,4,0
"2220",20,5,5,-1
"2720",20,5,6,0
"3220",20,5,7,0
"3720",20,5,8,0
"4220",20,5,9,0
"4720",20,5,10,0
"270",20,6,1,0
"770",20,6,2,0
"1270",20,6,3,0
"1770",20,6,4,0
"2270",20,6,5,0
"2770",20,6,6,-1
"3270",20,6,7,0.388677601063098
"3770",20,6,8,0
"4270",20,6,9,0
"4770",20,6,10,0.335532108445806
"320",20,7,1,0
"820",20,7,2,0
"1320",20,7,3,0
"1820",20,7,4,0
"2320",20,7,5,0
"2820",20,7,6,0
"3320",20,7,7,-1
"3820",20,7,8,0.437922362268503
"4320",20,7,9,0
"4820",20,7,10,0
"370",20,8,1,0
"870",20,8,2,0
"1370",20,8,3,0
"1870",20,8,4,0
"2370",20,8,5,0
"2870",20,8,6,0
"3370",20,8,7,0
"3870",20,8,8,-1
"4370",20,8,9,0.494419972674731
"4870",20,8,10,0
"420",20,9,1,0
"920",20,9,2,0
"1420",20,9,3,0
"1920",20,9,4,0
"2420",20,9,5,0
"2920",20,9,6,0
"3420",20,9,7,0
"3920",20,9,8,0
"4420",20,9,9,-1
"4920",20,9,10,0.2
"470",20,10,1,0
"970",20,10,2,0
"1470",20,10,3,0
"1970",20,10,4,0
"2470",20,10,5,0
"2970",20,10,6,0
"3470",20,10,7,0
"3970",20,10,8,0
"4470",20,10,9,0
"4970",20,10,10,-1
"21",21,1,1,-1
"521",21,1,2,0.298186278360093
"1021",21,1,3,0
"1521",21,1,4,0
"2021",21,1,5,0.522744798900972
"2521",21,1,6,0
"3021",21,1,7,0
"3521",21,1,8,0
"4021",21,1,9,0
"4521",21,1,10,0
"71",21,2,1,0
"571",21,2,2,-1
"1071",21,2,3,0.381791813158862
"1571",21,2,4,0
"2071",21,2,5,0
"2571",21,2,6,0
"3071",21,2,7,0
"3571",21,2,8,0
"4071",21,2,9,0
"4571",21,2,10,0
"121",21,3,1,0
"621",21,3,2,0
"1121",21,3,3,-1
"1621",21,3,4,0.552101323900559
"2121",21,3,5,0
"2621",21,3,6,0
"3121",21,3,7,0
"3621",21,3,8,0.44801358228426
"4121",21,3,9,0
"4621",21,3,10,0
"171",21,4,1,0
"671",21,4,2,0
"1171",21,4,3,0
"1671",21,4,4,-1
"2171",21,4,5,0.396156123611329
"2671",21,4,6,0
"3171",21,4,7,0
"3671",21,4,8,0
"4171",21,4,9,0
"4671",21,4,10,0
"221",21,5,1,0
"721",21,5,2,0
"1221",21,5,3,0
"1721",21,5,4,0
"2221",21,5,5,-1
"2721",21,5,6,0
"3221",21,5,7,0
"3721",21,5,8,0
"4221",21,5,9,0
"4721",21,5,10,0
"271",21,6,1,0
"771",21,6,2,0
"1271",21,6,3,0
"1771",21,6,4,0
"2271",21,6,5,0
"2771",21,6,6,-1
"3271",21,6,7,0.330379519996711
"3771",21,6,8,0
"4271",21,6,9,0
"4771",21,6,10,0.374879262543112
"321",21,7,1,0
"821",21,7,2,0
"1321",21,7,3,0
"1821",21,7,4,0
"2321",21,7,5,0
"2821",21,7,6,0
"3321",21,7,7,-1
"3821",21,7,8,0.400752448652301
"4321",21,7,9,0
"4821",21,7,10,0
"371",21,8,1,0
"871",21,8,2,0
"1371",21,8,3,0
"1871",21,8,4,0
"2371",21,8,5,0
"2871",21,8,6,0
"3371",21,8,7,0
"3871",21,8,8,-1
"4371",21,8,9,0.321710695562171
"4871",21,8,10,0
"421",21,9,1,0
"921",21,9,2,0
"1421",21,9,3,0
"1921",21,9,4,0
"2421",21,9,5,0
"2921",21,9,6,0
"3421",21,9,7,0
"3921",21,9,8,0
"4421",21,9,9,-1
"4921",21,9,10,0.458693855921443
"471",21,10,1,0
"971",21,10,2,0
"1471",21,10,3,0
"1971",21,10,4,0
"2471",21,10,5,0
"2971",21,10,6,0
"3471",21,10,7,0
"3971",21,10,8,0
"4471",21,10,9,0
"4971",21,10,10,-1
"22",22,1,1,-1
"522",22,1,2,0.466815503443364
"1022",22,1,3,0
"1522",22,1,4,0
"2022",22,1,5,0.45246386797711
"2522",22,1,6,0
"3022",22,1,7,0
"3522",22,1,8,0
"4022",22,1,9,0
"4522",22,1,10,0
"72",22,2,1,0
"572",22,2,2,-1
"1072",22,2,3,0.392167880372659
"1572",22,2,4,0
"2072",22,2,5,0
"2572",22,2,6,0
"3072",22,2,7,0
"3572",22,2,8,0
"4072",22,2,9,0
"4572",22,2,10,0
"122",22,3,1,0
"622",22,3,2,0
"1122",22,3,3,-1
"1622",22,3,4,0.48891726184126
"2122",22,3,5,0
"2622",22,3,6,0
"3122",22,3,7,0
"3622",22,3,8,0.399499492624447
"4122",22,3,9,0
"4622",22,3,10,0
"172",22,4,1,0
"672",22,4,2,0
"1172",22,4,3,0
"1672",22,4,4,-1
"2172",22,4,5,0.6
"2672",22,4,6,0
"3172",22,4,7,0
"3672",22,4,8,0
"4172",22,4,9,0
"4672",22,4,10,0
"222",22,5,1,0
"722",22,5,2,0
"1222",22,5,3,0
"1722",22,5,4,0
"2222",22,5,5,-1
"2722",22,5,6,0
"3222",22,5,7,0
"3722",22,5,8,0
"4222",22,5,9,0
"4722",22,5,10,0
"272",22,6,1,0
"772",22,6,2,0
"1272",22,6,3,0
"1772",22,6,4,0
"2272",22,6,5,0
"2772",22,6,6,-1
"3272",22,6,7,0.398821267604869
"3772",22,6,8,0
"4272",22,6,9,0
"4772",22,6,10,0.448549770731281
"322",22,7,1,0
"822",22,7,2,0
"1322",22,7,3,0
"1822",22,7,4,0
"2322",22,7,5,0
"2822",22,7,6,0
"3322",22,7,7,-1
"3822",22,7,8,0.491314081776137
"4322",22,7,9,0
"4822",22,7,10,0
"372",22,8,1,0
"872",22,8,2,0
"1372",22,8,3,0
"1872",22,8,4,0
"2372",22,8,5,0
"2872",22,8,6,0
"3372",22,8,7,0
"3872",22,8,8,-1
"4372",22,8,9,0.40559406788884
"4872",22,8,10,0
"422",22,9,1,0
"922",22,9,2,0
"1422",22,9,3,0
"1922",22,9,4,0
"2422",22,9,5,0
"2922",22,9,6,0
"3422",22,9,7,0
"3922",22,9,8,0
"4422",22,9,9,-1
"4922",22,9,10,0.289293010517399
"472",22,10,1,0
"972",22,10,2,0
"1472",22,10,3,0
"1972",22,10,4,0
"2472",22,10,5,0
"2972",22,10,6,0
"3472",22,10,7,0
"3972",22,10,8,0
"4472",22,10,9,0
"4972",22,10,10,-1
"23",23,1,1,-1
"523",23,1,2,0.372378214064524
"1023",23,1,3,0
"1523",23,1,4,0
"2023",23,1,5,0.410342444693732
"2523",23,1,6,0
"3023",23,1,7,0
"3523",23,1,8,0
"4023",23,1,9,0
"4523",23,1,10,0
"73",23,2,1,0
"573",23,2,2,-1
"1073",23,2,3,0.527645247367439
"1573",23,2,4,0
"2073",23,2,5,0
"2573",23,2,6,0
"3073",23,2,7,0
"3573",23,2,8,0
"4073",23,2,9,0
"4573",23,2,10,0
"123",23,3,1,0
"623",23,3,2,0
"1123",23,3,3,-1
"1623",23,3,4,0.586340061318454
"2123",23,3,5,0
"2623",23,3,6,0
"3123",23,3,7,0
